,PROP_TYPE,ADDRESS,CITY,ZIP,PRICE,LOCATION,SQFT,YR_BUILT,MLS#,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS
1,Vacant Land,0 Future Pl,Los Angeles,90065,199000,Mt Washington,3223.827432733158,1962.9808163265307,24-359539,34.101025,-118.231056,2687,3909.5050040208,2717,21.0,0.0
3,Vacant Land,8360 N UTICA Dr,Hollywood Hills,90046,77777,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,SR24033678,34.10762,-118.372406,4479,4328.91717038342,3856,0.0,1.0
4,Vacant Land,0 Fenn St,Los Angeles,90031,25000,679 - Montecito Heights,3223.827432733158,1962.9808163265307,SR24032746,34.084489,-118.207177,1599,1804.16723254952,766,26.0,0.0
6,Vacant Land,3656 N The Paseo,Los Angeles,90065,49000,Glassell Park,3223.827432733158,1962.9808163265307,24-358439,34.1121233,-118.2305213,1713,3684.1258599544303,3241,13.0,1.0
7,Vacant Land,3636 N Paseo Dr,Los Angeles,90065,74000,Glassell Park,3223.827432733158,1962.9808163265307,24-358429,34.11324,-118.22919,1750,3723.18854460454,3213,14.0,1.0
9,Vacant Land,2335 Hillcrest Dr,Los Angeles,90016,249900,Mid Los Angeles,3223.827432733158,1962.9808163265307,24-358274,34.0353052,-118.3411041,2410,3546.04990997309,1619,21.0,6.0
10,Vacant Land,2241 Moss Ave,Glassell Park,90065,90000,623 - Glassel Park,3223.827432733158,1962.9808163265307,MB24029901,34.1093787,-118.2290018,1956,4041.3882859244704,2897,6.0,1.0
15,Vacant Land,3743 Avenida Del Sol,Studio City,93430,174000,STUD - Studio City,3223.827432733158,1962.9808163265307,IV24030642,34.138323,-118.4093231,1343,5357.4478412035505,5195,7.0,4.0
16,Vacant Land,3419 Reynolds Ave,Los Angeles,90032,149000,El Sereno,3223.827432733158,1962.9808163265307,24-348131,34.0842819,-118.1964803,1879,2564.18963458302,1904,20.0,0.0
18,Vacant Land,3677 Loosmore St,Los Angeles,90065,48000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS24028505,34.098599,-118.221281,1820,3571.86810595262,1622,6.0,0.0
19,Vacant Land,3625 Mimosa Dr,Los Angeles,90065,299900,699 - Not Defined,3223.827432733158,1962.9808163265307,TR24024106,34.1157897,-118.2313065,1382,3344.68689743405,3614,16.0,1.0
21,Mobile/Manufactured Home,22516-A-23 NORMANDIE Unit A-23,Torrance,90502,174900,135 - South East Torrance - East,960.0,2000.0,PW24011563,33.821778,-118.297809,6104,4422.01110388714,10291,4.0,0.0
22,Vacant Land,1045 Andalusia Ave,Los Angeles,90065,80000,Mt Washington,3223.827432733158,1962.9808163265307,24-356285,34.0975899,-118.22006,1666,3412.78922344208,1488,6.0,0.0
24,Vacant Land,1020 N Gage Ave,City Terrace,90063,130000,CTER - City Terrace,3223.827432733158,1962.9808163265307,DW24027357,34.048291,-118.1846195,3104,1620.4075494268,2059,20.0,0.0
25,Vacant Land,1155 Stringer Ave,City Terrace,90063,150000,CTER - City Terrace,3223.827432733158,1962.9808163265307,DW24027320,34.0505523,-118.184847,3143,1909.07367764717,2331,21.0,0.0
26,Vacant Land,1401 Cliff Dr,Los Angeles,90065,165000,680 - Mount Washington,3223.827432733158,1962.9808163265307,MB24026718,34.0993386,-118.2269063,2454,3843.8235240545296,2230,16.0,0.0
27,Vacant Land,3960 N Elderbank Dr,Los Angeles,90031,109999,Montecito Heights,3223.827432733158,1962.9808163265307,24-355539,34.0931658,-118.1987399,828,3285.87366478415,1119,7.0,0.0
28,Vacant Land,3832 Lavell Dr,Los Angeles,90065,125000,623 - Glassel Park,3223.827432733158,1962.9808163265307,CV24026722,34.113986,-118.226221,1567,3957.3562740739903,3032,6.0,0.0
29,Vacant Land,8229 Gould Ave,Los Angeles,90046,179500,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,24-355027,34.107832,-118.370201,4395,4417.34667946086,3623,2.0,1.0
30,Vacant Land,4560 San Andreas,Mount Washington,90065,225000,680 - Mount Washington,3223.827432733158,1962.9808163265307,IV24026026,34.1097809,-118.2162018,668,5001.7339530218305,1876,0.0,0.0
31,Vacant Land,451 Clifton St,Los Angeles,90031,99900,677 - Lincoln Hts,3223.827432733158,1962.9808163265307,DW24025747,34.0792151,-118.2089041,2330,1098.330254968,1178,30.0,9.0
32,Vacant Land,8500 Appian Way,Hollywood Hills,90064,149000,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,AR24025707,34.107267,-118.378608,4086,4182.211868426671,4525,0.0,0.0
35,Vacant Land,1922 Seigneur Ave,Los Angeles,90032,120000,621 - El Sereno,3223.827432733158,1962.9808163265307,SB24015406,34.0651448,-118.1775887,4062,2700.36292420593,4403,22.0,0.0
36,Vacant Land,3738 Brillant,Mount Washington,90065,279000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS24022506,34.111813,-118.226788,1647,4051.7897593252496,2884,0.0,1.0
37,Vacant Land,572 Milton Ct,Mount Washington,90065,249000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS24022492,34.1045791,-118.2105236,1028,4324.40694885664,951,5.0,0.0
38,Vacant Land,3745 N Parrish,Mount Washington,90065,279000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS24024162,34.10885,-118.223423,1400,4584.0014985511,2343,0.0,0.0
39,Vacant Land,576 Milton Ct,Mount Washington,90065,249000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS24022455,34.1045299,-118.210625,1033,4316.63414699216,950,5.0,0.0
42,Mobile/Manufactured Home,1065 W Lomita Blvd #251,Harbor City,90710,215000,124 - Harbor City,1152.0,1972.0,IG24023940,33.7995986,-118.2957052,4361,1444.42861994243,11416,6.0,0.0
46,Vacant Land,2931 Thomas St,Los Angeles,90031,220000,677 - Lincoln Hts,3223.827432733158,1962.9808163265307,PW24023934,34.080083,-118.206105,2178,1387.6980915477,1244,31.0,4.0
47,Vacant Land,14728 Friar St,Van Nuys,91411,1,East Van Nuys,3223.827432733158,1962.9808163265307,24-354247,34.185429,-118.4541175,3967,1528.61433964108,8902,31.0,3.0
48,Vacant Land,3909 Dobinson St,Los Angeles,90063,150000,East LA,3223.827432733158,1962.9808163265307,24-353755,34.0485665,-118.1820647,3391,1556.98957154163,2222,22.0,0.0
49,Vacant Land,2612 N Paradise Dr,Los Angeles,90032,39000,El Sereno,3223.827432733158,1962.9808163265307,24-353779,34.0764799,-118.19816,2772,1912.29733754133,2212,22.0,0.0
50,Vacant Land,4325 E Raynol St,Los Angeles,90032,275000,621 - El Sereno,3223.827432733158,1962.9808163265307,PI24019307,34.0836675,-118.194108,2094,2731.75610420585,2179,22.0,0.0
51,Vacant Land,614 Beech St,Los Angeles,90065,69000,Mt Washington,3223.827432733158,1962.9808163265307,24-353627,34.093279,-118.218904,1580,2819.81473706929,1031,14.0,0.0
52,Vacant Land,2740 N Paradise Dr,Los Angeles,90032,99000,El Sereno,3223.827432733158,1962.9808163265307,24-353735,34.079189,-118.19807,2428,2051.06412344088,2002,22.0,0.0
53,Vacant Land,3777 Cazador St,Los Angeles,90065,299000,Glassell Park,3223.827432733158,1962.9808163265307,24-353481,34.1109984,-118.2253821,1512,4242.6564016259,2694,0.0,0.0
58,Vacant Land,1241 Dodds Cir,Los Angeles,90063,175000,City Terrace,3223.827432733158,1962.9808163265307,24-353003,34.052651,-118.191493,2542,1688.20150429346,2388,22.0,1.0
59,Vacant Land,0 Earl Ct,Los Angeles,90039,148900,671 - Silver Lake,3223.827432733158,1962.9808163265307,V1-21734,34.095454,-118.25594,2016,2788.58499903026,3998,24.0,5.0
60,Vacant Land,0 Bentley Ave S,Los Angeles,90064,50000,RPRK - Rancho Park,3223.827432733158,1962.9808163265307,IN24016012,34.0736161,-118.4583135,1772,1647.29175589473,5663,15.0,7.0
62,Vacant Land,0 N Montalvo St,Los Angeles,90065,95000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS24015842,34.09424,-118.21569,1202,2911.75770617862,982,13.0,2.0
63,Vacant Land,3756 Parrish Ave,Glassell Park,90065,37999,623 - Glassel Park,3223.827432733158,1962.9808163265307,PW24015685,34.1116869,-118.2260859,1572,4126.85032266261,2813,0.0,0.0
64,Vacant Land,3551 The Paseo,Los Angeles,90065,99950,Glassell Park,3223.827432733158,1962.9808163265307,24-351653,34.112335,-118.230928,1660,3630.74378124984,3294,14.0,1.0
65,Condo/Co-op,5460 White Oak Ave Unit D201,Encino,91316,249000,Encino,683.0,1971.0,24-345929,34.1705601,-118.5166391,2350,1740.98069190372,15568,10.0,0.0
67,Vacant Land,4582 San Andreas,Mount Washington,90065,150000,680 - Mount Washington,3223.827432733158,1962.9808163265307,IV24014714,34.1097896,-118.2160687,657,5002.42481585524,1869,0.0,0.0
69,Vacant Land,1001 N Eastman,City Terrace,90063,49900,CTER - City Terrace,3223.827432733158,1962.9808163265307,PW24014197,34.0478638,-118.1861545,2927,1650.94062583213,1941,22.0,0.0
70,Vacant Land,945 Miller Ave,City Terrace,90063,185000,CTER - City Terrace,3223.827432733158,1962.9808163265307,BB24003165,34.0475493,-118.1784458,3772,1366.6500589623,2229,19.0,0.0
71,Condo/Co-op,11813 Runnymede St #2,North Hollywood,91605,299995,NHO - North Hollywood,750.0,1970.0,SR24012284,34.2058578,-118.3908301,3788,4655.81020104743,5263,28.0,2.0
72,Mobile/Manufactured Home,1501 Palos Verdes Drive North #35,Harbor City,90710,215000,124 - Harbor City,800.0,1968.0,SB24011956,33.78057,-118.300343,4669,1217.76201593287,11923,4.0,3.0
75,Vacant Land,1 Whittier Blvd,East Los Angeles,90023,100000,ELA - East Los Angeles,3223.827432733158,1962.9808163265307,MB24009564,34.0235252,-118.1867574,3997,246.762304225363,1568,27.0,0.0
76,Vacant Land,4226 N Pueblo Ave,Los Angeles,90032,59000,El Sereno,3223.827432733158,1962.9808163265307,24-348195,34.0980344,-118.1732308,1180,3423.42563389538,2788,0.0,0.0
77,Vacant Land,4212 N Locke Ave,Los Angeles,90032,69000,El Sereno,3223.827432733158,1962.9808163265307,24-348187,34.0925923,-118.1777388,1003,3772.9969692662494,2997,9.0,2.0
78,Vacant Land,3926 N Locke Ave,Los Angeles,90032,59000,El Sereno,3223.827432733158,1962.9808163265307,24-348186,34.0918206,-118.17836,1039,3834.6154962603296,3047,12.0,2.0
81,Vacant Land,4400 S RAMONA,City Terrace,90063,235000,CTER - City Terrace,3223.827432733158,1962.9808163265307,TR24006635,34.06079,-118.170548,4347,3265.57581195466,3700,18.0,0.0
82,Vacant Land,0 Kings Way,Los Angeles,90069,170000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,24-345773,34.101321,-118.375275,4932,3434.52283800305,4088,6.0,2.0
83,Vacant Land,3116 N Lincoln Park Ave,Los Angeles,90031,69000,Lincoln Heights,3223.827432733158,1962.9808163265307,24-345537,34.0820261,-118.202296,1941,1873.36348907891,1401,17.0,0.0
84,Vacant Land,8421 Cole Crest Dr,Los Angeles,90046,134000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,24-344739,34.1026167,-118.3741091,4885,3631.13353081954,3961,5.0,3.0
85,Vacant Land,8435 Grand View Dr,Los Angeles,90046,144000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,24-344741,34.102499,-118.374228,4888,3612.87228254888,3973,5.0,2.0
86,Vacant Land,8441 Grand View Dr,Los Angeles,90046,190000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,24-344745,34.102541,-118.374362,4874,3615.2971902303902,3988,4.0,2.0
87,Vacant Land,0 Kewanee St,El Sereno,90032,53288,621 - El Sereno,3223.827432733158,1962.9808163265307,SR24001451,34.080261,-118.189303,2472,2801.85524016091,2821,18.0,0.0
88,Vacant Land,0 AKA Dominion,Los Angeles,90046,175000,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,CV24002736,34.118051,-118.374331,3226,5672.758921357849,3223,4.0,0.0
89,Vacant Land,0 Randolph Ave,El Sereno,90032,89000,621 - El Sereno,3223.827432733158,1962.9808163265307,TR24001925,34.087437,-118.181566,1453,4073.4853944234305,3153,17.0,2.0
92,Vacant Land,5894 Lorae Pl,Los Angeles,90068,139000,C30 - Hollywood Hills East,3223.827432733158,1962.9808163265307,OC24002026,34.1177994,-118.3178051,1525,2984.95080696248,2323,0.0,0.0
93,Vacant Land,2457 N Bushrod Ln,Los Angeles,90077,37500,Bel Air - Holmby Hills,3223.827432733158,1962.9808163265307,24-343155,34.11483,-118.44896,757,6113.0065709215105,10181,0.0,0.0
94,Vacant Land,2455 N Bushrod Ln,Los Angeles,90077,75000,Bel Air - Holmby Hills,3223.827432733158,1962.9808163265307,24-343123,34.11474,-118.44893,750,6125.13944741657,10182,0.0,0.0
95,Vacant Land,3332 Isabel Dr,Los Angeles,90065,180000,680 - Mount Washington,3223.827432733158,1962.9808163265307,P1-16078,34.103698,-118.229608,2345,4301.84078332584,2652,16.0,0.0
96,Vacant Land,8636 S Vermont Ave,Los Angeles,90044,249950,Metropolitan Southwest,3223.827432733158,1962.9808163265307,24-342606,33.959285,-118.2912899,701,6443.41515894016,4106,25.0,1.0
97,Vacant Land,8353 Wyndham Rd,Los Angeles,90046,40000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-341657,34.1109993,-118.3747844,4060,4726.8047482394495,4125,2.0,1.0
98,Vacant Land,8365 Wyndham Rd,Los Angeles,90046,40000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-341629,34.1113229,-118.374735,4038,4770.64888446064,4082,2.0,1.0
99,Condo/Co-op,15425 Sherman Way #140,Van Nuys,91409,285000,VN - Van Nuys,420.0,1976.0,DW23230509,34.2015091,-118.4695222,2459,1153.81371230567,11235,18.0,2.0
100,Multi-Family,9703 S Normandie Ave,Los Angeles,90044,499999,699 - Not Defined,1360.0,1949.0,SR24024834,33.9475848,-118.3006514,2054,5316.8066179486095,2723,27.0,0.0
102,Condo/Co-op,18307 Burbank Blvd #317,Tarzana,91356,375000,TAR - Tarzana,665.0,1970.0,SR24024437,34.1725654,-118.5311379,3917,342.341555648746,17188,18.0,1.0
104,Condo/Co-op,18530 Hatteras St #213,Tarzana,91356,495000,TAR - Tarzana,1282.0,1978.0,SR24022351,34.1771092,-118.5370147,4581,1069.00548921492,17871,15.0,12.0
105,Condo/Co-op,3630 Kalsman Dr #4,Los Angeles,90016,499000,Park Hills Heights,867.0,1949.0,24-352643,34.020321,-118.374463,1233,2460.98055187503,851,10.0,11.0
106,Vacant Land,596 Frontenac Ave,Los Angeles,90065,398000,Mt Washington,3223.827432733158,1962.9808163265307,24-354171,34.10274,-118.213722,1249,4053.6935171826094,987,0.0,0.0
108,Condo/Co-op,9054 Willis Ave #28,Panorama City,91402,359900,PC - Panorama City,1031.0,1977.0,SR24018764,34.2345835,-118.4547486,2649,1334.18217612228,12425,20.0,9.0
109,Condo/Co-op,950 N Kings Rd #125,West Hollywood,90069,499500,West Hollywood Vicinity,454.0,1973.0,24-354007,34.0884904,-118.3712751,5845,1975.20320634558,4043,30.0,3.0
110,Condo/Co-op,12601 Van Nuys Blvd #140,Pacoima,91331,369000,PAC - Pacoima,873.0,1989.0,SR24019992,34.2769024,-118.4081169,3417,4049.73370506248,15004,17.0,4.0
112,Vacant Land,4946 Hartwick St,Los Angeles,90041,475000,Eagle Rock,3223.827432733158,1962.9808163265307,24-353637,34.136927,-118.197214,3538,4053.82940285632,3500,22.0,11.0
115,Condo/Co-op,13543 Moorpark St #8,Sherman Oaks,91423,488000,SO - Sherman Oaks,670.0,1967.0,WS24021818,34.1507289,-118.4282818,3960,2686.4937474179,6208,18.0,3.0
116,Unknown,5429 Newcastle Ave #306,Encino,91316,470000,Encino,1147.0,1964.0,224000348,34.1693402,-118.524951,3290,823.210586163701,16491,18.0,13.0
117,Condo/Co-op,15015 Sherman Way #103,Van Nuys,91405,469999,VN - Van Nuys,1128.0,1986.0,SR24015836,34.2015437,-118.4601026,1903,964.064338684521,10283,18.0,2.0
118,Single Family Residential,816 W 62nd St,Los Angeles,90044,449999,699 - Not Defined,1240.0,1922.0,RS24017430,33.9834936,-118.2878572,1677,6176.606566735791,4669,34.0,6.0
122,Single Family Residential,1246 E 35th St,Los Angeles,90011,500000,699 - Not Defined,1278.0,1906.0,IG24013446,34.0118034,-118.2530049,753,3140.92919271748,1526,35.0,3.0
123,Vacant Land,1537 killarney,Los Angeles,90065,350000,680 - Mount Washington,3223.827432733158,1962.9808163265307,AR24006272,34.101012,-118.2274326,2385,4075.03576068716,2336,15.0,0.0
124,Vacant Land,619 Quail Dr,Los Angeles,90065,350000,680 - Mount Washington,3223.827432733158,1962.9808163265307,AR24016559,34.1035265,-118.2118946,1092,4169.59809577106,915,1.0,0.0
127,Vacant Land,0 Kings Rd,West Hollywood,90069,349000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,24-352093,34.10177,-118.374293,4956,3515.55696066855,3979,5.0,2.0
128,Single Family Residential,822 N Gage,City Terrace,90063,399900,CTER - City Terrace,1100.0,1924.0,DW24016475,34.0454336,-118.1843705,3094,1268.79082204917,1730,26.0,0.0
129,Condo/Co-op,243 S Avenue 50 St #207,Los Angeles,90042,475000,Highland Park,673.0,1984.0,24-351673,34.1033076,-118.199905,530,4444.34284400384,1018,14.0,4.0
130,Single Family Residential,322 W 63rd Pl,Los Angeles,90003,409900,C34 - Los Angeles Southwest,626.0,1925.0,PW24002702,33.9817033,-118.279259,1750,6225.55876420891,4102,38.0,4.0
131,Single Family Residential,611 W 91st St,Los Angeles,90044,469900,C34 - Los Angeles Southwest,884.0,1926.0,PW24002764,33.9543789,-118.2851168,320,6272.61306146458,3472,32.0,1.0
134,Single Family Residential,129 E 74th St,Los Angeles,90003,469000,Metropolitan South,964.0,1923.0,24-351391,33.9732655,-118.272873,1738,5850.91568321902,3295,31.0,3.0
135,Condo/Co-op,200 N San Fernando Rd #403,Los Angeles,90031,489000,Lincoln Heights,930.0,1925.0,24-350027,34.0766598,-118.222372,2679,1015.41889265264,615,21.0,6.0
136,Townhouse,9216 Tobias Ave #2,Panorama City,91402,495000,PC - Panorama City,1276.0,1992.0,SR24004136,34.2378322,-118.4512607,3107,1915.55437386925,12480,28.0,9.0
137,Single Family Residential,2118 E 92nd St,Los Angeles,90002,439000,Metropolitan South,636.0,1910.0,24-349519,33.9530385,-118.2344339,2024,4066.9443828975104,1315,8.0,0.0
141,Condo/Co-op,18307 Burbank Blvd #82,Tarzana,91356,479900,TAR - Tarzana,991.0,1970.0,SR24009658,34.1725654,-118.5311379,3917,342.341555648746,17188,18.0,1.0
142,Vacant Land,4631-4637 Loleta Pl,Los Angeles,90041,350000,618 - Eagle Rock,3223.827432733158,1962.9808163265307,P1-16265,34.1303209,-118.1982936,2715,4425.59259013512,2650,9.0,0.0
143,Condo/Co-op,18619 Collins St Unit F23,Tarzana,91356,469900,TAR - Tarzana,966.0,1964.0,SR24009477,34.1751539,-118.5388957,4776,993.870203238144,18065,19.0,14.0
144,Condo/Co-op,6938 Laurel Canyon Blvd #303,North Hollywood,91605,499999,NHO - North Hollywood,920.0,2006.0,DW23223480,34.1973036,-118.3961854,3023,4729.825544067609,4435,20.0,0.0
147,Condo/Co-op,7924 Woodman Ave #16,Panorama City,91402,400000,PC - Panorama City,669.0,1971.0,GD24011501,34.214628,-118.430012,2476,532.065986759002,8579,17.0,0.0
150,Condo/Co-op,200 N San Fernando Rd #211,Los Angeles,90031,415000,Lincoln Heights,670.0,1925.0,24-348781,34.0766598,-118.222372,2679,1015.41889265264,615,21.0,6.0
152,Condo/Co-op,5325 Newcastle Ave #128,Encino,91316,305000,ENC - Encino,483.0,1971.0,SR24010007,34.1673581,-118.5252194,3382,873.33788474222,16521,21.0,13.0
153,Condo/Co-op,6904 Radford Ave,North Hollywood,91605,479000,NHO - North Hollywood,988.0,1965.0,DW24009602,34.1960279,-118.391814,2642,5223.44984872168,4063,29.0,1.0
154,Condo/Co-op,7045 Woodley Ave #111,Van Nuys,91406,499900,VN - Van Nuys,865.0,1989.0,OC24009605,34.1990358,-118.4842967,3577,2432.06174871359,12651,20.0,0.0
155,Vacant Land,1472 Avenue 57,Los Angeles,90042,450000,632 - Highland Park,3223.827432733158,1962.9808163265307,SR24009529,34.1222642,-118.2135038,1162,4195.94518268896,2762,14.0,10.0
156,Condo/Co-op,18530 Hatteras St #332,Tarzana,91356,380000,TAR - Tarzana,661.0,1978.0,SR24001698,34.1771092,-118.5370147,4581,1069.00548921492,17871,15.0,12.0
160,Condo/Co-op,5848 5848 1/2 Willoughby Ave,Los Angeles,90038,495000,Hollywood,580.0,1962.9808163265307,24-347155,34.0869151,-118.3239786,1944,1287.59110073144,1982,26.0,21.0
163,Single Family Residential,5915 Compton Ave,Los Angeles,90001,499000,C42 - Downtown L.A.,678.0,1921.0,OC24005270,33.9866444,-118.2481069,2141,2696.08022040253,596,33.0,2.0
164,Single Family Residential,5913 Compton Ave,Los Angeles,90001,399000,C42 - Downtown L.A.,518.0,1921.0,OC24004869,33.9867067,-118.2479969,2142,2682.73776490866,581,32.0,2.0
165,Vacant Land,6710 S Western Ave,Los Angeles,90047,399000,Los Angeles Southwest,3223.827432733158,1962.9808163265307,24-346077,33.9782144,-118.308756,1105,5735.16217404512,2796,34.0,2.0
168,Mobile/Manufactured Home,16321 Pacific Coast Hwy #118,Pacific Palisades,90272,399999,Pacific Palisades,3223.827432733158,2017.0,24-342835,34.0386073,-118.5382316,280,5937.29295607068,6173,7.0,1.0
171,Single Family Residential,324 S Concord St,Los Angeles,90063,475000,BOYH - Boyle Heights,524.0,1912.0,IV24003904,34.0348849,-118.198429,2006,1724.44923376591,699,24.0,0.0
174,Single Family Residential,521 W Opp St,Wilmington,90744,449000,195 - West Wilmington,768.0,1923.0,PW23171818,33.7827225,-118.2685907,1128,3129.77783201629,8453,15.0,0.0
175,Vacant Land,3508 City Terrace Dr,City Terrace,90063,450000,CTER - City Terrace,3223.827432733158,1962.9808163265307,IV24001791,34.0530338,-118.1883731,2880,1903.04334263006,2552,20.0,0.0
176,Condo/Co-op,14805 Chase St #221,Panorama City,91402,359000,PC - Panorama City,777.0,1976.0,GD23226429,34.2248882,-118.4557088,1351,608.007852022968,11607,18.0,2.0
180,Single Family Residential,1113 95th steet,Los Angeles,90002,440000,C36 - Metropolitan Southwest,857.0,1939.0,DW23230068,33.950445,-118.2558829,2063,3894.81696784554,1795,15.0,3.0
181,Vacant Land,3930 Barryknoll,Glassell Park,90065,495000,623 - Glassel Park,3223.827432733158,1962.9808163265307,AR23229088,34.115896,-118.2247896,1438,3985.9393639102896,3111,8.0,0.0
184,Vacant Land,2086 Hanscom Dr,South Pasadena,91031,350000,658 - So. Pasadena,3223.827432733158,1962.9808163265307,SB23229461,34.1000589,-118.1751906,998,3719.67824043974,2448,0.0,0.0
186,Condo/Co-op,10730 New Haven St #3,Sun Valley,91352,325000,SUNV - Sun Valley,634.0,1964.0,SR23228713,34.2262981,-118.3648701,4598,3955.5895837105695,7891,20.0,2.0
188,Single Family Residential,1304 Prado St,Los Angeles,90023,490000,BOYH - Boyle Heights,748.0,1924.0,RS23215918,34.0171237,-118.1939728,4205,887.482534446528,2315,20.0,0.0
190,Single Family Residential,4864 Ascot Ave,Los Angeles,90011,500000,C34 - Los Angeles Southwest,740.0,1910.0,DW23217939,33.9988114,-118.2498178,1204,3111.73918480191,911,35.0,1.0
192,Condo/Co-op,950 N Kings Rd #225,West Hollywood,90069,469900,C10 - West Hollywood Vicinity,454.0,1973.0,IV23226997,34.0884904,-118.3712751,5845,1975.20320634558,4043,30.0,3.0
196,Multi-Family,3515 Hunter St,Los Angeles,90023,489000,Boyle Heights,1325.0,1923.0,23-323947,34.0197934,-118.202244,3506,1769.96236312863,2247,31.0,0.0
197,Mobile/Manufactured Home,16321 Pacific Coast Hwy #176,Pacific Palisades,90272,400000,Pacific Palisades,3223.827432733158,1962.9808163265307,23-338807,34.0380424,-118.5388843,385,5988.56805301655,6195,7.0,1.0
201,Vacant Land,1752 N Magenta Ln,Los Angeles,90077,65000,Bel Air - Holmby Hills,3223.827432733158,1962.9808163265307,23-315467,34.10234,-118.44458,1455,4828.711258872049,9068,0.0,0.0
202,Vacant Land,3621 E Maceo St,Los Angeles,90065,68000,680 - Mount Washington,3223.827432733158,1962.9808163265307,WS23179757,34.0959964,-118.2206444,1722,3214.90668377271,1440,8.0,0.0
203,Vacant Land,2981 Passmore Dr,Los Angeles,90068,100000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-314331,34.125911,-118.351881,2195,4937.77804779866,2245,9.0,1.0
204,Vacant Land,3906 N Locke Ave,Los Angeles,90032,249990,621 - El Sereno,3223.827432733158,1962.9808163265307,DW23177272,34.091881,-118.178023,1055,3797.6361506246494,3060,11.0,2.0
205,Vacant Land,3912 N Locke Ave,Los Angeles,90032,249990,621 - El Sereno,3223.827432733158,1962.9808163265307,DW23177211,34.079517,-118.176629,2406,3634.6441965233103,4189,14.0,0.0
207,Vacant Land,3841 Oakfield,Sherman Oaks,91423,199000,C34 - Los Angeles Southwest,3223.827432733158,1962.9808163265307,SR23173274,34.140792,-118.447807,2795,2627.98860804657,8738,0.0,0.0
214,Condo/Co-op,10590 Wilshire Blvd Unit 2B,Los Angeles,90024,155000,Westwood - Century City,202.0,1976.0,23-311141,34.0612926,-118.43315,2830,1620.60383127114,3424,11.0,1.0
215,Mobile/Manufactured Home,12401 Filmore #627,Sylmar,91342,159999,SYL - Sylmar,780.0,2003.0,SR23171135,34.2871317,-118.4048774,4049,4630.57336443141,16274,10.0,0.0
217,Mobile/Manufactured Home,7650 BALBOA Blvd #126,Van Nuys,91406,155000,VN - Van Nuys,800.0,1981.0,DW23169909,34.209708,-118.500517,4794,3888.7332909843294,14845,16.0,1.0
218,Vacant Land,1226 N Rowan Ave,Los Angeles,90063,109950,BOYH - Boyle Heights,3223.827432733158,1962.9808163265307,TR23169880,34.0527201,-118.1875806,2945,1998.05070145977,2527,21.0,0.0
220,Vacant Land,0 Grandview Dr,West Hollywood,90046,229000,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,SW23163998,34.102542,-118.372874,4986,3653.0781353537295,3823,6.0,3.0
222,Vacant Land,7260 Woodrow Wilson Dr,Los Angeles,90068,89000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-307185,34.1237139,-118.3508655,2507,4651.89939634217,2556,9.0,0.0
223,Vacant Land,10074 Maude,Shadow Hills,91040,182000,672 - Shadow Hills,3223.827432733158,1962.9808163265307,CV23163791,34.2512158,-118.3547645,3816,4847.56021695389,11400,8.0,0.0
224,Vacant Land,1950 N Ave 52,Los Angeles,90042,280000,632 - Highland Park,3223.827432733158,1962.9808163265307,AR23154793,34.1284896,-118.1999052,2411,4444.205417718889,2465,9.0,0.0
226,Vacant Land,4769 Huntington Dr,El Sereno,90032,59000,621 - El Sereno,3223.827432733158,1962.9808163265307,WS23161616,34.0860668,-118.1817685,1631,3907.7655237903505,3223,19.0,2.0
227,Vacant Land,6923 W Cahuenga Park Trl,Hollywood Hills,90068,300000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-304523,34.1226168,-118.3458981,2290,4209.43094235907,2948,8.0,0.0
228,Vacant Land,1602 Steele Ave,City Terrace,90063,180000,CTER - City Terrace,3223.827432733158,1962.9808163265307,OC23158833,34.0603403,-118.1708145,4413,3199.42654461118,3642,19.0,0.0
